index,when,super_hero_group,tracking,place,tracking_times,crystal_type,Unnamed_7,human_behavior_report,human_measure,crystal_weight,expected_factor_x,previous_factor_x,first_factor_x,expected_final_factor_x,final_factor_x,previous_adamantium,Unnamed_17,etherium_before_start,expected_start,start_process,start_subprocess1,start_critical_subprocess1,predicted_process_end,process_end,subprocess1_end,reported_on_tower,opened,chemical_x,raw_kryptonite,argon,pure_seastone,crystal_supergroup,Cycle,groups,target
96,7/26/2020,D,588081,2,1,group 11,10,3,-0.54517171,0.302408315,-0.197837059,-1.000085951,-0.999583663,-0.561237224,-0.702654703,0.044483924,-0.999583663,326.2000122,7/26/2020 14:30,7/26/2020 14:29,7/26/2020 14:34,,7/26/2020 15:01,7/26/2020 14:54,7/26/2020 14:51,7/26/2020 15:02,26/07/2020 15:19,17.38333333,-0.367354534,0.205537751,-0.658305554,0,1ª,2,181.875
97,7/26/2020,D,588091,2,1,group 11,15,1,-1.399696988,-0.104725136,0.034856906,-0.575278543,-0.325459709,-0.501416356,-0.507854522,0.033006352,-0.325459709,326.2000122,7/26/2020 15:42,7/26/2020 15:36,7/26/2020 15:40,,7/26/2020 16:03,7/26/2020 15:59,7/26/2020 15:57,7/26/2020 16:06,26/07/2020 16:17,16.81666667,-0.950336938,-1.229085316,-0.088120124,0,1ª,2,183.75
98,7/26/2020,D,88211,2,1,group 11,9,3,-0.667484524,0.761737952,-0.550912483,-0.355139105,-0.231909561,-0.666042914,-0.522314915,0.072864233,-0.231909561,326.2000122,7/26/2020 16:27,7/26/2020 16:24,7/26/2020 16:29,,7/26/2020 16:55,7/26/2020 16:50,7/26/2020 16:48,7/26/2020 16:57,26/07/2020 17:09,18.66666667,0.837021628,-1.229923455,-0.087933843,0,1ª,2,185.625
99,7/26/2020,D,88221,2,1,group 11,6,3,-1.04421785,1.421319936,-0.270900549,-0.516746247,-0.397090836,-0.504034267,-0.746074639,-0.198606058,-0.397090836,326.2000122,7/26/2020 17:11,7/26/2020 17:10,7/26/2020 17:14,7/26/2020 17:21,7/26/2020 17:42,7/26/2020 17:37,7/26/2020 17:34,7/26/2020 17:43,26/07/2020 18:09,19.95,0.67095576,-1.230763326,-1.299398327,0,1ª,2,187.5
100,7/26/2020,D,88231,2,1,group 11,10,3,-1.047529208,0.79772449,-0.381389747,-0.857869029,-0.637769825,-0.533059436,-0.573478934,-0.187669501,-0.637769825,326.2000122,7/26/2020 18:11,7/26/2020 18:07,7/26/2020 18:12,7/26/2020 18:27,7/26/2020 18:39,7/26/2020 18:33,7/26/2020 18:31,7/26/2020 18:40,26/07/2020 19:06,19.68333333,-0.366297203,-1.231604937,-1.342787791,0,1ª,2,189.375
101,7/26/2020,D,588111,2,1,group 11,15,4,-0.667773179,-0.361022753,0.019133524,-0.43288495,-0.569123834,-0.475139393,-0.394928569,-0.272293499,-0.569123834,326.2000122,7/26/2020 18:44,7/26/2020 18:41,7/26/2020 18:45,,7/26/2020 19:16,7/26/2020 19:01,7/26/2020 18:58,7/26/2020 19:17,26/07/2020 20:00,13.1,-0.366085835,-1.232448297,-1.08979842,0,1ª,2,191.25
102,7/26/2020,B,88261,2,1,group 49,13,3,-0.329987322,-0.031156024,0.117450659,1.74961561,2.014838203,0.581736391,0.682939847,-1.508002848,2.014838203,326.2000122,7/26/2020 21:38,7/26/2020 21:37,7/26/2020 21:40,7/26/2020 21:42,7/26/2020 22:12,7/26/2020 22:13,7/26/2020 22:03,7/26/2020 22:40,26/07/2020 22:46,22.43333333,0.989150105,-1.233293413,-0.318079466,0,1ª,2,193.125
103,7/26/2020,B,88271,2,1,group 49,15,3,-2.120393252,0.700236038,-0.268713748,0.874702815,0.977003464,-0.312770805,0.254265119,-0.603268347,0.977003464,326.2000122,7/26/2020 22:44,7/26/2020 22:42,7/26/2020 22:44,7/26/2020 22:49,7/26/2020 23:16,7/26/2020 23:11,7/26/2020 23:03,7/26/2020 23:20,26/07/2020 23:49,19.06666667,1.206288317,-1.234140294,-0.9253925,0,1ª,2,195
104,7/26/2020,B,88281,2,1,group 49,1,3,-0.229765011,1.141097502,-0.426437691,0.649236195,0.227427909,-0.210556247,0.233665781,-0.951249868,0.227427909,326.2000122,7/26/2020 23:43,7/26/2020 23:44,7/26/2020 23:49,7/26/2020 23:51,7/27/2020 0:17,7/27/2020 0:18,7/27/2020 0:09,7/27/2020 0:26,27/07/2020 00:56,20.88333333,1.107094894,-1.23498895,-0.800875911,0,1ª,2,196.875
105,7/27/2020,B,88291,2,1,group 49,6,3,-0.450861051,1.240118626,-0.153223583,0.956299564,0.837766997,-0.342820849,-0.103603982,-1.224092381,0.837766997,326.2000122,7/27/2020 0:44,7/27/2020 0:48,7/27/2020 0:50,7/27/2020 0:53,7/27/2020 1:34,7/27/2020 1:37,7/27/2020 1:15,7/27/2020 1:46,27/07/2020 02:03,24.71666667,0.994588292,-1.235839388,-0.587720761,0,1ª,2,198.75
106,7/27/2020,B,88301,2,1,group 49,15,4,-1.380549834,-0.23992189,-0.599817734,-0.68382444,-0.693327573,-0.438920085,-0.46476572,-0.855942974,-0.693327573,326.2000122,7/27/2020 1:59,7/27/2020 2:01,7/27/2020 2:06,,7/27/2020 2:44,7/27/2020 2:52,7/27/2020 2:36,7/27/2020 2:59,27/07/2020 03:10,30.71666667,-0.365029486,0.175824267,-0.353253162,0,1ª,2,200.625
107,7/27/2020,B,88311,2,1,group 49,10,1,0.569123834,-0.399040056,0.477226384,1.172813337,1.399696988,-0.437128581,-0.105846552,-0.526695694,1.399696988,326.2000122,7/27/2020 3:11,7/27/2020 3:19,7/27/2020 3:23,7/27/2020 3:49,7/27/2020 4:00,7/27/2020 4:07,7/27/2020 3:59,7/27/2020 4:13,27/07/2020 04:19,36.18333333,1.184680323,-1.236691617,-1.235839388,0,1ª,2,202.5
108,7/27/2020,B,88321,2,1,group 49,6,4,0.507615323,-0.009149955,-0.596909103,0.167638104,-0.003234753,-0.267323486,-0.018948614,-1.219977734,-0.003234753,326.2000122,7/27/2020 4:19,7/27/2020 4:17,7/27/2020 4:21,,7/27/2020 4:53,,,,,27.88333333,-0.364607174,-1.260412802,-0.080487495,0,1ª,2,204.375
109,7/27/2020,A,88351,2,1,group 49,9,3,-0.743499515,0.496201027,-0.010998567,0.840383151,0.924522757,0.389754106,0.212489252,-0.38096225,0.924522757,326.2000122,7/27/2020 8:28,7/27/2020 8:33,7/27/2020 8:37,7/27/2020 8:39,7/27/2020 9:02,7/27/2020 9:11,7/27/2020 9:00,7/27/2020 9:19,27/07/2020 09:31,22.95,-0.757131094,-1.261319026,-1.36712599,0,1ª,2,206.25
110,7/27/2020,A,88361,2,1,group 49,15,4,-1.050863698,-0.069705901,-0.58824313,0.73901662,1.323123419,-0.502843453,-0.293721587,-0.333082095,1.323123419,326.2000122,7/27/2020 9:25,7/27/2020 9:25,7/27/2020 9:30,,7/27/2020 10:14,7/27/2020 10:16,7/27/2020 10:06,7/27/2020 10:24,27/07/2020 10:37,35.4,1.485430825,-1.262227326,-0.091287835,0,1ª,2,208.125
111,7/27/2020,A,88371,2,1,group 49,10,1,-0.401209419,0.102669886,0.428879003,0.350742471,0.639715582,0.135858644,0.345734285,-1.150718016,0.639715582,326.2000122,7/27/2020 10:36,7/27/2020 10:33,7/27/2020 10:37,,7/27/2020 11:11,7/27/2020 11:09,7/27/2020 11:02,7/27/2020 11:19,27/07/2020 11:43,24.31666667,-1.276108734,-1.274229337,-0.552917796,0,1ª,2,210
112,7/27/2020,A,88391,2,1,group 85,15,4,-0.539961344,-0.501654063,-0.514575917,-0.343444665,-0.384600432,-0.810427019,-0.890411371,-0.079371332,-0.384600432,326.2000122,7/27/2020 12:55,7/27/2020 12:55,7/27/2020 13:07,,7/27/2020 13:45,7/27/2020 14:00,7/27/2020 13:45,7/27/2020 14:06,27/07/2020 14:16,37.86666667,-0.923654411,0.328957137,-0.487490071,0,1ª,2,
113,7/27/2020,A,88411,2,1,group 85,18,4,-0.744142371,-0.400558214,-1.2282489,-0.952164386,-0.746719968,-0.946700964,-0.862906801,0.128710607,-0.746719968,326.2000122,7/27/2020 15:02,7/27/2020 15:08,7/27/2020 15:14,,7/27/2020 15:46,7/27/2020 15:38,7/27/2020 15:30,7/27/2020 15:48,27/07/2020 16:20,15.51666667,-0.688857487,0.159284751,-0.075280406,0,1ª,2,
114,7/27/2020,A,88421,2,1,group 85,9,3,0.271895406,-0.083092659,-0.584333148,-1.347301791,-0.935496825,-0.926263645,-0.862517725,-0.029860922,-0.935496825,326.2000122,7/27/2020 16:11,7/27/2020 16:09,7/27/2020 16:14,,7/27/2020 16:49,7/27/2020 16:53,7/27/2020 16:45,7/27/2020 17:03,27/07/2020 17:20,30.91666667,-0.369047974,0.49951673,-0.480946898,0,1ª,2,
115,7/27/2020,D,88481,2,1,group 67,18,4,-0.32792765,0.350324453,0.139626307,-0.497620703,-0.455855493,0.339083527,-0.035967352,0.38695998,-0.455855493,611,7/27/2020 22:39,7/27/2020 22:37,7/27/2020 22:42,7/27/2020 22:49,7/27/2020 23:17,7/27/2020 23:17,7/27/2020 23:16,7/27/2020 23:33,27/07/2020 23:42,34.76666667,-0.369259803,0.149252078,0.547413801,1,1ª,2,
116,7/28/2020,D,588251,2,1,group 67,15,4,0.271298427,-0.807226946,0.166877759,-0.484680774,-0.547413801,0.339290907,-0.349697656,0.198413786,-0.547413801,514,7/28/2020 0:22,7/28/2020 0:20,7/28/2020 0:25,7/28/2020 0:32,7/28/2020 1:00,7/28/2020 1:01,7/28/2020 0:58,7/28/2020 1:08,28/07/2020 01:26,33.85,-0.369471665,0.261178927,0.469363764,1,1ª,2,
117,7/28/2020,D,88511,2,1,group 67,18,3,0.270900549,-0.50809378,0.382031253,0.206116275,0.038558743,0.392554331,-0.068777247,0.457677294,0.038558743,336.2999878,7/28/2020 2:08,7/28/2020 2:13,7/28/2020 2:18,7/28/2020 2:24,7/28/2020 2:53,7/28/2020 2:49,7/28/2020 2:45,7/28/2020 2:55,28/07/2020 03:14,27.26666667,-0.37265359,-1.288550226,0.236791518,1,1ª,2,
118,7/28/2020,D,88531,2,1,group 67,16,4,-0.328133492,0.485616354,0.140380312,0.628935708,0.499991298,0.260189725,-0.230349678,0.414525707,0.499991298,328,7/28/2020 4:24,7/28/2020 4:27,7/28/2020 4:30,7/28/2020 4:36,7/28/2020 5:07,7/28/2020 5:11,7/28/2020 5:10,7/28/2020 5:20,28/07/2020 05:33,39.35,0.572708809,-1.289523943,0.815078867,1,1ª,2,
119,7/28/2020,D,88541,2,1,group 67,9,1,-0.197260463,0.767042844,1.502656734,-0.000831791,-0.325048772,0.867204002,0.328339361,0.834420129,-0.325048772,799.5,7/28/2020 6:08,7/28/2020 6:05,7/28/2020 6:09,7/28/2020 6:14,7/28/2020 6:51,7/28/2020 6:53,7/28/2020 6:50,7/28/2020 7:10,28/07/2020 07:23,41.05,-0.375204572,0.735197646,1.225749908,1,1ª,2,
120,7/28/2020,A,88561,2,1,group 67,18,3,-0.198029287,0.043743114,0.712719834,1.237545647,0.613168976,1.235839388,1.314702603,0.781518312,0.613168976,523.2000122,7/28/2020 9:21,7/28/2020 9:23,7/28/2020 9:23,7/28/2020 9:29,7/28/2020 10:03,7/28/2020 10:01,7/28/2020 9:58,7/28/2020 10:07,28/07/2020 10:23,35.45,-1.32740518,-1.29050011,0.593747525,1,1ª,2,
121,7/28/2020,A,588281,2,1,group 67,9,3,0.66230762,-0.197260463,0.850964715,-0.922787455,-1.029059514,0.367354534,0.050412229,-0.018763706,-1.029059514,378.7999878,7/28/2020 10:03,7/28/2020 10:11,7/28/2020 10:58,7/28/2020 10:28,7/28/2020 11:01,7/28/2020 11:10,7/28/2020 11:08,7/28/2020 11:24,28/07/2020 11:28,52.78333333,-1.338327858,1.032267921,0.999081879,1,1ª,2,
122,7/28/2020,A,88581,2,1,group 67,16,3,1.528380203,-1.175013282,0.580958893,-0.359549512,-0.598494373,0.509290943,0.290299561,1.007681606,-0.598494373,665.2999878,7/28/2020 12:06,7/28/2020 12:11,7/28/2020 12:15,7/28/2020 12:20,7/28/2020 12:51,7/28/2020 12:52,7/28/2020 12:51,7/28/2020 13:05,28/07/2020 13:19,36.08333333,-0.37456637,0.39190758,0.634721926,1,1ª,2,
123,7/28/2020,A,88601,2,1,group 67,9,3,0.112767954,0.359549512,0.581217981,-0.176586953,-0.370319444,0.508811903,0.566062603,0.727309544,-0.370319444,597,7/28/2020 13:51,7/28/2020 14:04,7/28/2020 14:10,7/28/2020 14:15,7/28/2020 14:44,7/28/2020 14:48,7/28/2020 14:48,7/28/2020 15:05,28/07/2020 15:21,38.45,-0.374353704,0.271099478,0.795284296,1,1ª,2,
124,7/28/2020,A,88621,2,1,group 67,18,3,0.933283997,-1.164125149,0.2289857,-0.247965143,-0.495728247,0.527671946,0.406431388,0.452220932,-0.495728247,732.7999878,7/28/2020 17:45,7/28/2020 17:29,7/28/2020 17:32,7/28/2020 17:38,7/28/2020 18:19,7/28/2020 18:17,7/28/2020 18:17,7/28/2020 18:30,28/07/2020 18:55,44.45,-0.374141072,0.504034267,1.058736409,1,1ª,2,
125,7/28/2020,A,88641,2,1,group 67,15,2,-0.331430759,-0.525964163,0.877490477,0.799823672,0.520859107,0.637769825,0.261970656,-0.028010949,0.520859107,435.7000122,7/28/2020 19:27,7/28/2020 19:32,7/28/2020 19:35,7/28/2020 19:39,7/28/2020 20:15,7/28/2020 20:17,7/28/2020 20:15,7/28/2020 20:25,28/07/2020 20:48,39.43333333,-0.658020499,-1.291478744,0.484447011,1,1ª,2,
126,7/28/2020,D,88671,2,1,group 110,15,4,-0.880291845,1.116640078,0.309512696,0.228790915,0.209010976,0.164597875,0.045780459,1.008703182,0.209010976,303.7000122,7/28/2020 23:16,7/28/2020 23:13,7/28/2020 23:21,7/28/2020 23:27,7/29/2020 0:26,7/29/2020 0:25,7/29/2020 0:18,7/29/2020 0:36,29/07/2020 00:56,56.66666667,-0.887559562,-1.292459857,1.5098042,0,1ª,2,
127,7/29/2020,D,88701,2,1,group 184,6,3,0.290902952,0.469824659,1.322060523,-0.306870315,-0.63943732,1.077241542,1.328483263,0.58641624,-0.63943732,768.2000122,7/29/2020 2:25,7/29/2020 2:25,7/29/2020 2:30,7/29/2020 2:36,7/29/2020 3:05,7/29/2020 3:20,7/29/2020 3:17,7/29/2020 3:34,29/07/2020 03:48,47.35,-0.37329088,1.145194639,1.234140294,1,1ª,2,
128,7/29/2020,D,88711,2,1,group 184,7,1,0.793894141,-0.016914693,1.36712599,0.696623325,0.204766599,0.504034267,1.083178418,-0.026161168,0.204766599,326.2000122,7/29/2020 4:05,7/29/2020 4:07,7/29/2020 4:09,7/29/2020 4:15,7/29/2020 4:45,,,,,27.88333333,-0.895334161,-1.293443465,-0.023571772,1,1ª,2,
129,7/29/2020,D,588381,2,1,group 22,10,1,0.27010505,-0.147362547,0.752230573,-1.163409022,-1.023758774,-0.261970656,-0.622374026,0.347818908,-1.023758774,326.2000122,7/29/2020 6:08,7/29/2020 6:22,7/29/2020 7:09,7/29/2020 6:29,7/29/2020 7:17,7/29/2020 7:19,7/29/2020 7:13,7/29/2020 7:23,29/07/2020 07:30,50.43333333,-0.372441228,1.195344799,1.331736173,0,1ª,2,
130,7/29/2020,D,88751,2,1,group 22,11,1,-2.156130474,-0.497383951,0.579406001,0.710572775,0.686188602,-0.150008189,0.17830375,-0.054860763,0.686188602,326.2000122,7/29/2020 7:51,7/29/2020 7:51,7/29/2020 7:59,7/29/2020 8:44,7/29/2020 9:08,7/29/2020 9:22,7/29/2020 9:14,7/29/2020 11:29,29/07/2020 11:44,75.1,-0.99062744,0.785959599,0.344276837,0,1ª,2,
131,7/29/2020,C,88821,2,1,group 7,18,4,-0.472132135,0.837394196,-0.971274132,1.897053039,2.004351018,-0.472825358,-0.495491939,0.101922739,2.004351018,7.64099979,7/29/2020 16:43,7/29/2020 16:45,7/29/2020 16:51,7/29/2020 16:54,7/29/2020 17:13,7/29/2020 17:23,7/29/2020 17:19,7/29/2020 17:31,29/07/2020 17:42,28.6,2.362557365,-1.294429582,-0.283676081,0,1ª,2,
132,7/29/2020,C,88841,2,1,group 5,13,3,-1.023758774,0.20534494,-0.626468756,-0.338461562,0.19457141,0.134352665,0.303826728,0.366508603,0.19457141,326.2000122,7/29/2020 18:23,7/29/2020 18:27,7/29/2020 18:30,7/29/2020 18:33,7/29/2020 18:49,7/29/2020 18:46,7/29/2020 18:45,7/29/2020 18:58,29/07/2020 19:29,15.13333333,-0.766044892,-1.295418224,0.442062019,0,1ª,2,
133,7/29/2020,A,88861,2,1,group 5,6,1,0.528404795,-0.363551964,0.512650796,0.567847028,0.478620024,0.263158866,-0.095949582,1.397084273,0.478620024,326.2000122,7/29/2020 20:20,7/29/2020 20:25,7/29/2020 20:29,,7/29/2020 21:22,7/29/2020 21:26,7/29/2020 21:26,7/29/2020 21:36,29/07/2020 21:46,56.4,-0.370955628,0.408613751,0.795632315,0,1ª,2,
134,7/30/2020,A,588541,2,1,group 5,7,3,0.113329613,0.411894618,-0.698126408,-0.806518061,-0.568612889,-0.263158866,0.126456096,0.019133524,-0.568612889,482.2999878,7/30/2020 2:41,7/30/2020 2:39,7/30/2020 2:44,,7/30/2020 3:45,7/30/2020 3:24,7/30/2020 3:24,7/30/2020 3:34,30/07/2020 03:57,39.9,-0.370743534,0.399040056,0.855174327,0,1ª,2,
135,7/30/2020,C,88971,2,1,group 5,6,3,0.728251332,-0.339290907,-0.43645749,-0.17830375,0.43645749,0.505465133,0.65631241,0.489132386,0.43645749,326.2000122,7/30/2020 8:43,7/30/2020 8:41,7/30/2020 8:45,,7/30/2020 9:09,7/30/2020 9:01,7/30/2020 9:00,7/30/2020 9:19,30/07/2020 09:54,15.33333333,-0.6560281,-1.296409403,0.277676273,0,1ª,2,
136,7/30/2020,C,88981,2,1,group 5,11,4,-0.23992189,-1.051421723,-0.62482835,-0.044113513,0.784589752,0.010443976,0.411456658,0.530606759,0.784589752,326.2000122,7/30/2020 9:31,7/30/2020 9:29,7/30/2020 9:33,,7/30/2020 10:16,7/30/2020 9:51,7/30/2020 9:50,7/30/2020 10:23,30/07/2020 10:51,16.53333333,0.797026323,-1.297403137,0.418703387,0,1ª,2,
137,7/30/2020,C,588581,2,1,group 5,16,3,0.482812153,0.166307626,-0.350951526,-1.16126777,-0.24305697,0.129650371,-0.171062074,0.285479993,-0.24305697,326.2000122,7/30/2020 11:26,7/30/2020 11:22,7/30/2020 11:26,7/30/2020 12:06,7/30/2020 12:16,7/30/2020 12:22,7/30/2020 12:19,7/30/2020 12:35,30/07/2020 12:52,52.83333333,-0.363130106,0.858255004,1.285643645,0,1ª,2,
138,7/30/2020,C,588591,2,1,group 1,11,4,-0.707516864,-0.476298321,-1.071962527,-1.062150965,-0.363551964,0.121763298,0.116888467,0.24344919,-0.363551964,326.2000122,7/30/2020 13:33,7/30/2020 13:12,7/30/2020 13:17,7/30/2020 13:35,7/30/2020 13:59,7/30/2020 13:50,7/30/2020 13:48,7/30/2020 14:27,30/07/2020 14:49,31.75,-1.207081133,0.367354534,0.875497901,0,1ª,2,
139,7/30/2020,C,588601,2,1,group 1,15,2,-1.072546137,0.452674597,0.345317722,-1.102085543,-0.696323086,0.528893677,0.731399998,0.594800063,-0.696323086,326.2000122,7/30/2020 14:45,7/30/2020 14:55,7/30/2020 14:57,,7/30/2020 15:46,7/30/2020 15:34,7/30/2020 15:32,7/30/2020 15:55,30/07/2020 16:21,35.13333333,-0.362497562,0.987187015,1.273293004,0,1ª,2,
140,7/30/2020,C,89011,2,1,group 1,6,4,0.800875911,0.191309905,-0.786988923,-0.050041611,0.71149214,0.011738032,-0.150386308,0.286482969,0.71149214,326.2000122,7/30/2020 16:09,7/30/2020 16:09,7/30/2020 16:14,,7/30/2020 16:35,7/30/2020 16:38,7/30/2020 16:37,7/30/2020 16:51,30/07/2020 17:08,22.23333333,1.030661066,-1.29839944,0.651493484,0,1ª,2,
141,7/30/2020,A,588631,2,1,group 1,6,3,0.05727128,0.265537522,-0.398173362,-0.437800065,-0.686780842,0.165357645,0.02246213,-0.611018158,-0.686780842,5.3210001,7/30/2020 20:10,7/30/2020 20:09,7/30/2020 20:16,,7/30/2020 21:01,7/30/2020 21:06,7/30/2020 21:02,7/30/2020 21:18,30/07/2020 21:34,46.11666667,-0.355558546,0.998079818,0.442511578,0,1ª,2,
142,7/30/2020,A,89061,2,1,group 22,15,4,-0.237769258,-0.334321789,-0.717342948,0.604332967,0.781177951,0.014141387,0.197452647,-0.544176984,0.781177951,326.2000122,7/30/2020 23:02,7/30/2020 23:02,7/30/2020 23:09,7/30/2020 23:13,7/30/2020 23:54,7/30/2020 23:29,7/30/2020 23:26,7/30/2020 23:51,31/07/2020 00:26,17.21666667,0.827781884,-1.299398327,-0.550912483,0,1ª,2,
143,7/31/2020,A,588661,2,1,group 112,9,1,1.145194639,-0.925827896,0.19284422,-0.284878483,-0.054675365,0.571426775,0.40708569,0.865637684,-0.054675365,326.2000122,7/30/2020 23:56,7/31/2020 0:02,7/31/2020 0:07,,7/31/2020 0:29,7/31/2020 0:27,7/31/2020 0:27,7/31/2020 0:41,31/07/2020 01:06,19.41666667,-0.355139105,-1.300399814,0.49242496,0,1ª,2,
0,7/16/2019,D,525481,2,1,group 160,7,4,-0.322175271,0.899885155,-0.154548486,-1.020605745,-1.375610934,0.350324453,-0.664891617,0.020058091,-1.375610934,32.68000031,7/16/2019 8:49,7/16/2019 8:53,7/16/2019 9:00,7/16/2019 9:12,7/16/2019 9:41,7/16/2019 9:30,7/16/2019 9:29,7/16/2019 9:49,43662.42279,29.23333333,-0.354929431,0.517712402,-0.546167517,0,2ª,3,1.278195489
1,7/16/2019,D,26141,2,1,group 160,11,4,-0.322585445,0.451767453,-0.44972909,-0.486318598,-0.416722673,-0.059867968,-0.035227045,0.345525989,-0.416722673,315.3999939,7/16/2019 10:46,7/16/2019 10:42,7/16/2019 10:48,,7/16/2019 11:12,7/16/2019 11:09,7/16/2019 11:06,7/16/2019 11:34,43662.49477,17.53333333,-1.186187365,-1.301403916,-0.702957614,0,2ª,3,2.556390977
2,7/16/2019,D,525521,2,1,group 160,7,3,-0.660303943,1.432649808,-0.276279206,0.738059858,0.641666194,-0.059682464,-0.166497658,1.391915341,0.641666194,198.6000061,7/16/2019 12:45,7/16/2019 12:53,7/16/2019 12:59,,7/16/2019 13:34,7/16/2019 13:25,7/16/2019 13:23,7/16/2019 13:35,43662.57344,24.83333333,1.353022639,-1.302410649,-0.84000871,0,2ª,3,3.834586466
3,7/16/2019,D,26191,2,1,group 67,16,4,-1.123118375,-0.008410528,0.857097844,-0.135858644,-0.280073774,1.371950321,1.144509111,1.124425406,-0.280073774,661.2999878,7/16/2019 16:36,7/16/2019 16:34,7/16/2019 16:40,7/16/2019 16:51,,7/16/2019 17:17,7/16/2019 17:14,7/16/2019 19:40,16/07/2019 20:07,34.58333333,-0.35388153,0.323611353,0.572708809,1,2ª,3,5.112781955
4,7/16/2019,D,26191,2,2,group 67,16,4,-0.783564296,0.334321789,0.853640058,-0.753860057,-0.744785842,1.2118702,0.34240512,1.121164993,-0.744785842,326.2000122,7/16/2019 18:25,7/16/2019 18:26,7/16/2019 18:33,7/16/2019 18:35,7/16/2019 19:21,7/16/2019 19:06,7/16/2019 19:06,7/16/2019 19:40,16/07/2019 20:07,32.08333333,-0.571170594,0.811497406,0.473056533,1,2ª,3,6.390977444
5,7/16/2019,B,525591,2,1,group 67,16,4,-1.016433017,0.461330048,0.637214781,0.266926458,0.363762941,0.973176815,1.024286262,1.395785035,0.363762941,421,7/16/2019 22:19,7/16/2019 22:18,7/16/2019 22:24,7/16/2019 22:29,7/16/2019 23:13,7/16/2019 22:54,7/16/2019 22:50,7/16/2019 23:05,16/07/2019 23:42,25.83333333,-0.589288831,-1.303420029,0.210556247,1,2ª,3,7.669172932
6,7/17/2019,B,525621,2,1,group 67,16,3,-1.074301365,0.83035473,0.790086948,-0.11988769,-0.767042844,2.495374665,1.444359891,1.787565022,-0.767042844,846.2000122,7/17/2019 3:20,7/17/2019 3:35,7/17/2019 3:39,7/17/2019 3:50,7/17/2019 4:26,7/17/2019 4:28,7/17/2019 4:24,7/17/2019 4:36,17/07/2019 04:58,44.41666667,-0.353253162,1.33392054,1.145194639,1,2ª,3,8.947368421
7,7/17/2019,B,525641,2,1,group 67,15,3,0.940397569,0.250325301,0.92932378,0.289294379,0.214036799,1.079607164,1.143824657,0.323611353,0.214036799,556.7999878,7/17/2019 5:22,7/17/2019 5:25,7/17/2019 5:30,7/17/2019 5:38,7/17/2019 6:25,7/17/2019 6:05,7/17/2019 6:01,7/17/2019 6:20,17/07/2019 07:05,31.15,-0.353043768,0.218879536,0.378186905,1,2ª,3,10.22556391
8,7/17/2019,B,525651,2,1,group 67,13,1,-0.878689375,0.077139597,2.120393252,0.184416511,-0.392554331,2.156130474,1.308507201,0.835905314,-0.392554331,961.2999878,7/17/2019 6:25,7/17/2019 6:30,7/17/2019 6:35,7/17/2019 6:47,7/17/2019 7:18,7/17/2019 7:20,7/17/2019 7:16,7/17/2019 7:27,17/07/2019 08:15,41.26666667,-0.352206501,0.910792946,0.983283501,1,2ª,3,11.5037594
9,7/17/2019,A,26311,2,3,group 5,15,4,-0.09483039,1.398388244,-0.701444345,0.75255615,0.744785842,0.424001451,0.254067942,-1.591502895,0.744785842,326.2000122,7/17/2019 9:25,7/17/2019 9:26,7/17/2019 9:29,7/17/2019 9:36,7/17/2019 9:51,7/17/2019 9:50,7/17/2019 9:47,7/17/2019 10:27,17/07/2019 10:58,17.85,1.223266134,-1.304432073,-0.201491906,0,2ª,3,12.78195489
10,7/17/2019,A,26331,2,1,group 5,11,3,-0.152655932,0.596117591,-0.501416356,-0.536011142,-0.84000871,0.276877817,0.231324473,-0.53379649,-0.84000871,326.2000122,7/17/2019 11:21,7/17/2019 11:25,7/17/2019 11:30,7/17/2019 11:48,7/17/2019 11:56,7/17/2019 12:08,7/17/2019 12:03,7/17/2019 12:27,17/07/2019 12:33,33.45,-0.493839335,0.758772703,0.52013203,0,2ª,3,14.06015038
11,7/17/2019,A,26341,2,1,group 5,1,3,-0.455855493,0.723243284,-0.434446572,0.772055692,0.806872402,0.531096783,0.580699884,-1.415789138,0.806872402,326.2000122,7/17/2019 12:55,7/17/2019 12:59,7/17/2019 13:03,7/17/2019 13:09,7/17/2019 13:21,7/17/2019 13:20,7/17/2019 13:19,7/17/2019 13:53,17/07/2019 14:02,15.55,0.487724526,-1.305446795,-0.325254227,0,2ª,3,15.33834586
12,7/17/2019,A,26381,2,1,group 5,17,3,0.510969427,0.500703573,-0.326487534,-0.063022178,-0.198798345,0.576308566,0.458133219,-0.904055015,-0.198798345,326.2000122,7/17/2019 17:44,7/17/2019 17:48,7/17/2019 17:53,7/17/2019 18:01,7/17/2019 18:10,7/17/2019 18:18,7/17/2019 18:17,7/17/2019 18:37,17/07/2019 19:03,24.46666667,-0.351369728,0.309919599,-0.13943783,0,2ª,3,16.61654135
13,7/17/2019,A,26401,2,1,group 5,16,3,-0.586937809,0.084395662,-0.75353384,-0.042446811,0.525233195,0.351788053,0.180403486,0.110334913,0.525233195,326.2000122,7/17/2019 19:45,7/17/2019 19:53,7/17/2019 19:58,7/17/2019 20:04,7/17/2019 20:20,7/17/2019 20:15,7/17/2019 20:12,7/17/2019 20:29,17/07/2019 20:36,13.95,0.605932471,-1.306464213,-1.658817322,0,2ª,3,17.89473684
