groups,target,when,super_hero_group,tracking,place,tracking_times,crystal_type,unnamed_7,human_behavior_report,human_measure,crystal_weight,expected_factor_x,previous_factor_x,first_factor_x,expected_final_factor_x,final_factor_x,previous_adamantium,etherium_before_start,expected_start,start_process,start_subprocess1,start_critical_subprocess1,predicted_process_end,process_end,subprocess1_end,reported_on_tower,opened,chemical_x,raw_kryptonite,argon,pure_seastone,crystal_supergroup,cycle,NA_crystal_weight,NA_first_factor_x,NA_final_factor_x,NA_previous_adamantium,NA_etherium_before_start,NA_expected_start,NA_start_subprocess1,NA_start_critical_subprocess1,NA_predicted_process_end,NA_process_end,NA_subprocess1_end,NA_reported_on_tower,NA_opened,NA_chemical_x,NA_raw_kryptonite,NA_argon,NA_pure_seastone,NA_groups
57,48.44036697,2020-02-28,C,562671.0,1,1,group 100,20,3,680.0,341.8825,1633.0,1606.900024,1585.0,1569.0,1571.0,0.0446,268.5,2020-02-28 08:30:00,2020-02-28 08:31:00,2020-02-28 08:35:00,2020-02-28 08:39:00,2020-02-28 09:31:00,2020-02-28 09:26:00,2020-02-28 09:19:00,2020-02-28 09:51:00,2020-02-28 10:13:00,43.83333333,1815.0,322.4655676,250.84,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
22,140.0,2020-02-28,C,562681.0,2,1,group 100,13,3,740.0,325.3592,1629.0,1622.199951,1592.599976,1570.0,1570.5,0.052,268.5,2020-02-28 09:23:00,2020-02-28 09:22:00,2020-02-28 09:27:00,2020-02-28 09:29:00,2020-02-28 10:13:00,2020-02-28 10:13:00,2020-02-28 10:07:00,2020-02-28 10:37:00,2020-02-28 10:51:00,39.81666667,651.0,151.4428864,83.83,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57,50.4587156,2020-02-28,C,562691.0,1,1,group 100,7,1,680.0,333.8589,1639.0,1624.099976,1592.0,1572.0,1577.0,0.0401,268.5,2020-02-28 10:27:00,2020-02-28 10:23:00,2020-02-28 10:28:00,2020-02-28 10:30:00,2020-02-28 11:01:00,2020-02-28 10:50:00,2020-02-28 10:43:00,2020-02-28 11:11:00,2020-02-28 11:26:00,14.7,1815.0,0.0,355.17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
22,141.5384615,2020-02-28,C,66581.0,2,1,group 100,14,3,480.0,330.3293,1636.0,1600.0,1568.900024,1565.0,1570.800049,0.0494,268.5,2020-02-28 10:53:00,2020-02-28 10:51:00,2020-02-28 10:55:00,2020-02-28 10:57:00,2020-02-28 11:46:00,2020-02-28 11:51:00,2020-02-28 11:45:00,2020-02-28 12:00:00,2020-02-28 12:05:00,49.55,2488.0,381.2154236,383.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22,143.0769231,2020-02-28,C,66601.0,2,1,group 100,9,4,700.0,329.0997,1622.0,1636.0,1592.699951,1564.0,1582.0,0.039,268.5,2020-02-28 12:28:00,2020-02-28 11:49:00,2020-01-08 00:20:00,2020-01-08 05:54:00,2020-02-28 13:06:00,2020-02-28 11:52:00,2020-01-08 00:54:00,2019-09-11 23:57:00,2021-06-01 10:22:00,28.01666667,1815.0,0.0,355.17,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0
57,52.47706422,2020-02-28,C,66591.0,1,1,group 100,18,4,700.0,337.8617,1627.0,1603.400024,1572.0,1562.0,1562.0,0.028,268.5,2020-02-28 11:50:00,2020-02-28 11:52:00,2020-02-28 11:53:00,2020-02-28 11:54:00,2020-02-28 12:32:00,2020-02-28 12:33:00,2020-02-28 12:28:00,2020-02-28 12:39:00,2020-02-28 12:44:00,35.13333333,1815.0,262.2825764,205.12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
22,146.1538462,2020-02-28,C,66601.0,2,1,group 100,9,4,700.0,329.0997,1622.0,1636.0,1592.699951,1564.0,1582.0,0.039,268.5,2020-02-28 12:33:00,2020-02-28 12:30:00,2020-02-28 12:35:00,2020-02-28 12:41:00,2020-02-28 13:11:00,2020-02-28 13:03:00,2020-02-28 12:57:00,2020-02-28 13:12:00,2020-02-28 13:20:00,21.18333333,512.0,0.0,56.56,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57,54.49541284,2020-02-28,C,562711.0,1,1,group 100,20,3,670.0,344.153,1637.0,1622.599976,1593.0,1564.0,1574.0,0.054,268.5,2020-02-28 13:11:00,2020-02-28 13:04:00,2020-02-28 13:06:00,2020-02-28 13:08:00,2020-02-28 13:46:00,2020-02-28 13:33:00,2020-02-28 13:25:00,2020-02-28 13:41:00,2020-02-28 14:05:00,19.56666667,741.0,0.0,355.17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
22,149.2307692,2020-02-28,C,562721.0,2,1,group 100,10,4,660.0,336.3267,1648.0,1621.099976,1566.0,1572.0,1577.0,0.0484,268.5,2020-02-28 14:32:00,2020-02-28 14:29:00,2020-02-28 14:33:00,2020-02-28 14:35:00,2020-02-28 15:14:00,2020-02-28 15:18:00,2020-02-28 15:12:00,2020-02-28 15:25:00,2020-02-28 15:29:00,39.56666667,1154.0,351.1901245,304.01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57,56.51376147,2020-02-28,C,562731.0,1,1,group 100,14,4,720.0,342.29525,1631.0,1617.900024,1575.0,1580.0,1608.0,0.061,268.5,2020-02-28 17:32:00,2020-02-28 15:31:00,2020-02-28 15:38:00,2020-02-28 15:40:00,2020-01-08 00:41:00,2020-02-28 16:14:00,2020-02-28 16:11:00,2020-02-28 18:17:00,2020-02-28 18:27:00,33.36666667,1815.0,747.5213142,406.46,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
57,58.53211009,2020-02-28,C,562731.0,1,2,group 100,14,4,680.0,323.5349,1631.0,1607.0,1584.0,1575.0,1571.0,0.061,268.5,2020-02-28 16:52:00,2020-02-28 16:52:00,2020-02-28 17:47:00,2020-02-28 17:01:00,2020-02-28 17:55:00,2020-02-28 18:04:00,2020-02-28 17:57:00,2020-02-28 18:17:00,2020-02-28 18:27:00,58.23333333,1815.0,371.9105763,407.59,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
22,150.7692308,2020-02-28,C,66651.0,2,1,group 100,7,3,640.0,333.1675,1638.0,1609.800049,1590.199951,1579.0,1579.599976,0.0294,268.5,2020-02-28 17:53:00,2020-02-28 18:00:00,2020-02-28 18:04:00,2020-02-28 18:06:00,2020-02-28 19:02:00,2020-02-28 18:38:00,2020-02-28 18:32:00,2020-02-28 18:46:00,2020-02-28 19:35:00,28.13333333,1815.0,222.0624847,223.21,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
57,60.55045872,2020-02-28,C,562771.0,1,1,group 100,18,3,670.0,333.8974,1645.0,1623.599976,1600.0,1580.0,1582.0,0.056,268.5,2020-02-28 19:25:00,2020-02-28 19:25:00,2020-02-28 19:29:00,2020-02-28 19:32:00,2020-02-28 20:03:00,2020-02-28 20:11:00,2020-02-28 20:04:00,2020-02-28 20:23:00,2020-02-28 20:49:00,34.9,1815.0,171.9588621,114.44,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
57,62.56880734,2020-02-28,A,66681.0,1,1,group 100,13,4,800.0,337.1418,1624.0,1602.599976,1586.0,1572.0,1570.0,0.0414,268.5,2020-02-28 20:45:00,2020-02-28 20:46:00,2020-02-28 20:50:00,2020-02-28 20:51:00,2020-02-28 21:31:00,2020-02-28 21:28:00,2020-02-28 21:22:00,2020-02-28 21:37:00,2020-02-28 22:02:00,31.86666667,1815.0,176.3993955,130.21,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
57,64.58715596,2020-02-28,A,66691.0,1,1,group 100,20,3,650.0,341.5162,1632.0,1616.699951,1597.0,1577.0,1576.0,0.053,268.5,2020-02-28 22:20:00,2020-02-28 22:12:00,2020-02-28 22:16:00,2020-02-28 22:19:00,2020-02-28 22:50:00,2020-02-28 22:55:00,2020-02-28 22:49:00,2020-02-28 23:02:00,2020-02-28 23:15:00,33.25,1815.0,206.3672807,103.66,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
57,66.60550459,2020-02-29,A,66711.0,1,1,group 47,13,4,650.0,319.4994,1615.0,1620.699951,1601.0,1565.0,1562.0,0.0253,268.5,2020-02-29 00:27:00,2020-02-29 00:28:00,2020-02-29 00:31:00,2020-02-29 00:34:00,2020-02-29 01:06:00,2020-02-29 01:07:00,2020-02-29 00:54:00,2020-02-29 01:29:00,2020-02-29 01:39:00,23.48333333,1026.0,0.0,55.76,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57,68.62385321,2020-02-29,A,66721.0,1,1,group 47,14,3,650.0,322.7051,1623.0,1615.400024,1594.0,1565.0,1574.0,0.0234,268.5,2020-02-29 01:31:00,2020-02-29 01:32:00,2020-02-29 01:36:00,2020-02-29 01:38:00,2020-02-29 02:15:00,2020-02-29 02:09:00,2020-02-29 02:00:00,2020-02-29 02:29:00,2020-02-29 02:50:00,23.93333333,1815.0,0.0,59.03,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
22,152.3076923,2020-02-29,A,66731.0,2,1,group 47,20,3,520.0,348.9798,1631.0,1615.300049,1585.5,1565.0,1567.300049,0.0229,268.5,2020-02-29 02:47:00,2020-02-29 02:46:00,2020-02-29 02:50:00,2020-02-29 02:51:00,2020-02-29 03:42:00,2020-02-29 03:40:00,2020-02-29 03:32:00,2020-02-29 03:47:00,2020-02-29 04:13:00,41.98333333,1815.0,193.0318909,276.74,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
57,70.64220183,2020-02-29,A,66741.0,1,1,group 112,9,3,800.0,341.4454,1611.0,1628.300049,1606.0,1577.0,1583.0,0.0447,268.5,2020-02-29 03:41:00,2020-02-29 03:38:00,2020-02-29 03:42:00,2020-02-29 03:44:00,2020-02-29 04:07:00,2020-02-29 03:57:00,2020-02-29 03:57:00,2020-02-29 04:07:00,2020-02-29 04:28:00,14.28333333,2412.0,0.0,67.78,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57,72.66055046,2020-02-29,A,66751.0,1,1,group 47,13,3,650.0,348.4939,1622.0,1626.599976,1598.0,1561.0,1566.0,0.0203,268.5,2020-02-29 04:49:00,2020-02-29 04:47:00,2020-02-29 04:52:00,2020-02-29 04:58:00,2020-02-29 05:25:00,2020-02-29 05:25:00,2020-02-29 05:19:00,2020-02-29 05:33:00,2020-02-29 05:40:00,26.66666667,537.0,0.0,80.15,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22,153.8461538,2020-02-29,A,562861.0,2,1,group 47,18,3,430.0,345.8626,1632.0,1619.800049,1596.099976,1564.0,1571.199951,0.0282,268.5,2020-02-29 05:39:00,2020-02-29 05:40:00,2020-02-29 05:45:00,2020-02-29 05:46:00,2020-02-29 06:17:00,2020-02-29 06:41:00,2020-02-29 06:34:00,2020-02-29 06:47:00,2020-02-29 07:09:00,48.9,1815.0,201.9817047,238.36,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
57,74.67889908,2020-02-29,A,562871.0,1,1,group 202,9,4,650.0,348.895,1623.0,1642.5,1618.0,1576.0,1585.0,0.0295,268.5,2020-02-29 06:43:00,2020-02-29 06:44:00,2020-02-29 06:49:00,2020-01-08 05:54:00,2020-02-29 07:33:00,2020-02-29 07:24:00,2020-02-29 07:17:00,2020-02-29 07:44:00,2020-02-29 08:15:00,27.23333333,1839.0,0.0,66.05,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
22,155.3846154,2020-02-29,A,562881.0,2,1,group 202,12,3,600.0,352.2574,1635.0,1618.800049,1594.800049,1579.0,1588.5,0.0192,268.5,2020-02-29 07:59:00,2020-02-29 07:58:00,2020-02-29 08:01:00,2020-02-29 08:16:00,2020-02-29 09:01:00,2020-02-29 08:52:00,2020-02-29 08:44:00,2020-02-29 09:15:00,2020-02-29 09:34:00,43.11666667,1733.0,342.9562988,494.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57,76.69724771,2020-02-29,C,562901.0,1,1,group 183,9,3,720.0,344.3869,1667.0,1641.900024,1620.0,1605.0,1607.0,0.299,619.7999878,2020-02-29 10:24:00,2020-02-29 10:30:00,2020-02-29 10:32:00,2020-02-29 10:37:00,2020-02-29 11:15:00,2020-02-29 11:10:00,2020-02-29 11:10:00,2020-02-29 12:20:00,2020-02-29 12:32:00,38.28333333,4.0,72.6616596,608.53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,78.71559633,2020-02-29,C,562911.0,1,1,group 183,11,1,650.0,333.9525,1669.0,1630.199951,1588.0,1591.0,1596.0,0.282,814.0999756,2020-02-29 11:17:00,2020-02-29 11:30:00,2020-02-29 11:34:00,2020-02-29 11:44:00,2020-02-29 12:28:00,2020-02-29 12:18:00,2020-02-29 12:17:00,2020-02-29 12:39:00,2020-02-29 13:43:00,42.56666667,1815.0,442.0925565,763.34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22,156.9230769,2020-02-29,C,66821.0,2,1,group 202,13,3,650.0,329.8998,1634.0,1617.199951,1594.800049,1579.0,1582.0,0.0287,268.5,2020-08-04 17:47:00,2020-02-29 12:28:00,2020-01-08 00:20:00,2020-01-08 05:54:00,2020-01-08 00:41:00,2020-02-29 12:28:00,2020-01-08 00:54:00,2019-09-11 23:57:00,2021-06-01 10:22:00,28.01666667,1815.0,0.0,355.17,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0
22,158.4615385,2020-02-29,C,562921.0,2,1,group 183,12,3,650.0,342.29525,1650.0,1648.199951,1611.800049,1583.0,1608.099976,0.314,897.4000244,2020-02-29 12:24:00,2020-02-29 12:29:00,2020-02-29 12:33:00,2020-02-29 12:43:00,2020-01-08 00:41:00,2020-02-29 13:16:00,2020-02-29 13:13:00,2020-02-29 17:11:00,2020-02-29 17:20:00,39.88333333,1707.0,241.4230347,456.52,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57,80.73394495,2020-02-29,C,562931.0,1,1,group 202,10,4,680.0,344.5917,1629.0,1646.099976,1610.0,1572.0,1583.0,0.0081,268.5,2020-02-29 13:13:00,2020-02-29 13:18:00,2020-02-29 13:22:00,2020-01-08 05:54:00,2020-02-29 13:54:00,2020-02-29 13:53:00,2020-02-29 13:43:00,2020-02-29 14:06:00,2020-02-29 14:14:00,20.75,2745.0,0.0,170.58,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
57,82.75229358,2020-02-29,C,562941.0,1,1,group 202,18,4,680.0,349.3374,1621.0,1651.199951,1621.0,1574.0,1582.0,0.065,6.28299952,2020-02-29 14:31:00,2020-02-29 14:30:00,2020-02-29 14:34:00,2020-02-29 14:49:00,2020-02-29 15:08:00,2020-02-29 15:12:00,2020-02-29 15:04:00,2020-02-29 15:23:00,2020-02-29 15:34:00,30.03333333,4893.0,122.1403933,33.84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,160.0,2020-02-29,C,562921.0,2,2,group 182,12,4,650.0,354.7962,1650.0,1608.099976,1560.0,1595.0,1598.0,0.314,268.5,2020-02-29 15:11:00,2020-02-29 15:10:00,2020-02-29 15:16:00,2020-02-29 15:18:00,2020-02-29 16:30:00,2020-02-29 16:32:00,2020-02-29 16:31:00,2020-02-29 17:11:00,2020-02-29 17:20:00,74.3,1815.0,711.190033,597.92,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
57,84.7706422,2020-02-29,C,66851.0,1,1,group 182,13,3,550.0,341.9364,1649.0,1634.099976,1592.0,1581.0,1583.0,0.238,541.9000244,2020-02-29 16:11:00,2020-02-29 16:34:00,2020-02-29 16:40:00,2020-02-29 16:51:00,2020-02-29 17:27:00,2020-02-29 17:26:00,2020-02-29 17:25:00,2020-02-29 17:39:00,2020-02-29 18:17:00,44.86666667,1815.0,225.6519866,319.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
57,86.78899083,2020-02-29,C,66861.0,1,1,group 182,7,3,690.0,350.0396,1649.0,1629.0,1593.0,1583.0,1589.0,0.299,526.2999878,2020-02-29 17:39:00,2020-02-29 17:41:00,2020-02-29 17:46:00,2020-02-29 17:52:00,2020-02-29 18:36:00,2020-02-29 18:32:00,2020-02-29 18:28:00,2020-02-29 18:42:00,2020-02-29 19:16:00,42.73333333,1815.0,252.4793996,298.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
57,88.80733945,2020-02-29,C,563001.0,1,1,group 182,10,4,690.0,344.4709,1632.0,1621.599976,1592.0,1582.0,1583.0,0.245,494.1000061,2020-02-29 19:53:00,2020-02-29 19:53:00,2020-02-29 19:59:00,2020-02-29 20:08:00,2020-02-29 20:48:00,2020-02-29 20:47:00,2020-02-29 20:44:00,2020-02-29 20:59:00,2020-02-29 21:13:00,44.96666667,1815.0,202.7240571,303.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
57,90.82568807,2020-02-29,A,66901.0,1,1,group 182,13,3,900.0,338.947,1650.0,1624.599976,1582.0,1582.0,1585.0,0.296,550.0,2020-02-29 21:29:00,2020-02-29 21:26:00,2020-02-29 21:32:00,2020-02-29 21:44:00,2020-02-29 22:12:00,2020-02-29 22:14:00,2020-02-29 22:11:00,2020-02-29 22:20:00,2020-02-29 22:25:00,39.66666667,1815.0,252.0661944,294.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
57,92.8440367,2020-02-29,A,66921.0,1,1,group 202,9,3,800.0,337.5048,1636.0,1656.199951,1623.0,1579.0,1601.0,0.0216,268.5,2020-02-29 23:24:00,2020-02-29 23:23:00,2020-02-29 23:26:00,2020-01-08 05:54:00,2020-01-03 00:21:00,2020-02-29 23:53:00,2020-02-29 23:44:00,2020-01-03 00:41:00,2020-01-03 01:08:00,18.03333333,2706.0,0.0,104.23,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20,100.8,2020-03-01,D,55061.0,1,1,group 191,6,3,720.0,352.0103,1603.0,1634.300049,1590.0,1558.0,1563.0,0.007,268.5,2020-03-01 00:36:00,2020-03-01 00:40:00,2020-03-01 00:44:00,2020-03-01 00:47:00,2020-03-01 01:08:00,2020-03-01 01:06:00,2020-03-01 01:04:00,2020-03-01 01:16:00,2020-03-01 01:33:00,20.55,5451.0,0.0,210.84,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,102.6666667,2020-03-01,D,55091.0,1,1,group 24,11,4,630.0,343.8949,1622.0,1634.5,1631.0,1592.0,1597.0,0.282,268.5,2020-03-01 02:44:00,2020-03-01 02:40:00,2020-03-01 02:44:00,2020-03-01 02:48:00,2020-03-01 03:06:00,2020-03-01 03:10:00,2020-03-01 03:04:00,2020-03-01 03:16:00,2020-03-01 03:27:00,19.86666667,4791.0,0.0,545.48,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,104.5333333,2020-03-01,D,55101.0,1,1,group 24,10,1,700.0,326.8605,1636.0,1644.800049,1614.0,1581.0,1585.0,0.249,268.5,2020-03-01 03:30:00,2020-03-01 03:31:00,2020-03-01 03:35:00,2020-03-01 03:39:00,2020-03-01 03:57:00,2020-03-01 03:59:00,2020-03-01 03:56:00,2020-03-01 04:07:00,2020-03-01 04:20:00,21.03333333,5901.0,0.0,501.2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,106.4,2020-03-01,D,55121.0,1,1,group 24,8,3,780.0,331.7165,1616.0,1606.199951,1596.0,1582.0,1590.0,0.261,268.5,2020-03-01 05:05:00,2020-03-01 05:03:00,2020-03-01 05:07:00,2020-03-01 05:10:00,2020-03-01 05:31:00,2020-03-01 05:25:00,2020-03-01 05:22:00,2020-03-01 05:33:00,2020-03-01 06:04:00,14.83333333,1815.0,0.0,461.07,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20,108.2666667,2020-03-01,D,55141.0,1,1,group 24,10,4,790.0,334.5704,1614.0,1626.099976,1598.0,1577.0,1587.0,0.257,268.5,2020-03-01 06:24:00,2020-03-01 06:19:00,2020-03-01 06:23:00,2020-03-01 06:30:00,2020-03-01 07:34:00,2020-03-01 06:47:00,2020-03-01 06:44:00,2020-03-01 07:18:00,2020-03-01 07:45:00,20.81666667,4023.0,0.0,540.81,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,110.1333333,2020-03-01,D,55161.0,1,1,group 112,11,2,830.0,334.4964,1624.0,1637.5,1612.0,1578.0,1584.0,0.244,268.5,2020-03-01 08:02:00,2020-03-01 07:59:00,2020-03-01 08:03:00,2020-03-01 08:07:00,2020-03-01 08:28:00,2020-03-01 08:32:00,2020-03-01 08:32:00,2020-03-01 08:45:00,2020-03-01 08:54:00,28.9,5315.0,0.0,489.17,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,112.0,2020-03-01,C,55201.0,1,1,group 112,10,3,700.0,329.2861,1625.0,1659.199951,1630.0,1584.0,1593.0,0.295,75.75,2020-03-01 10:46:00,2020-03-01 10:30:00,2020-03-01 10:34:00,2020-03-01 10:38:00,2020-03-01 11:12:00,2020-03-01 11:02:00,2020-03-01 11:00:00,2020-03-01 11:24:00,2020-03-01 11:56:00,26.43333333,2694.0,0.0,232.35,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,113.8666667,2020-03-01,C,55211.0,1,1,group 112,11,4,700.0,333.2289,1618.0,1604.54019,1572.0,1577.0,1575.0,0.05,442.2000122,2020-03-01 11:24:00,2020-03-01 11:33:00,2020-03-01 11:39:00,2020-03-01 11:46:00,2020-03-01 12:14:00,2020-03-01 12:25:00,2020-03-01 12:14:00,2020-03-01 12:24:00,2020-03-01 12:37:00,35.25,1815.0,0.0,497.57,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20,115.7333333,2020-03-01,A,55341.0,1,1,group 183,6,3,700.0,356.7989,1667.0,1620.900024,1593.0,1600.0,1609.0,0.248,916.7000122,2020-03-01 20:05:00,2020-03-01 20:02:00,2020-03-01 20:05:00,2020-03-01 20:11:00,2020-03-01 21:10:00,2020-03-01 21:08:00,2020-03-01 21:06:00,2020-03-01 21:37:00,2020-03-01 21:48:00,61.65,474.0,544.0377978,1003.48,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,117.6,2020-03-01,A,55361.0,1,1,group 183,9,2,700.0,336.8443,1669.0,1604.099976,1559.0,1586.0,1590.0,0.274,607.5,2020-03-01 21:43:00,2020-03-01 21:47:00,2020-03-01 21:51:00,2020-03-01 22:03:00,2020-03-01 22:29:00,2020-03-01 22:38:00,2020-03-01 22:35:00,2020-03-01 22:45:00,2020-03-01 22:55:00,44.61666667,1815.0,903.8899871,844.52,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20,119.4666667,2020-03-01,A,55391.0,1,1,group 183,11,1,800.0,342.29525,1642.0,1636.300049,1594.800049,1586.0,1582.0,0.277,268.5,2020-03-01 23:38:00,2020-03-01 23:44:00,2020-01-08 00:20:00,2020-01-08 05:54:00,2020-01-08 00:41:00,2020-03-01 23:45:00,2020-01-08 00:54:00,2019-09-11 23:57:00,2021-06-01 10:22:00,28.01666667,1815.0,0.0,355.17,1,2,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0
59,169.3650794,2020-03-02,D,558131.0,2,1,group 104,2,3,600.0,337.8684,1642.0,1614.599976,1601.0,1572.0,1579.199951,0.0395,268.5,2020-03-02 01:41:00,2020-03-02 01:39:00,2020-03-02 01:45:00,2020-03-02 01:47:00,2020-03-02 02:27:00,2020-03-02 02:08:00,2020-03-02 02:06:00,2020-03-02 02:41:00,2020-03-02 03:06:00,21.65,2954.0,0.0,355.17,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
59,171.1111111,2020-03-02,D,558141.0,2,1,group 22,13,3,790.0,338.8869,1621.0,1648.199951,1630.0,1581.0,1588.0,0.269,268.5,2020-03-02 02:40:00,2020-03-02 02:43:00,2020-03-02 02:49:00,2020-01-08 05:54:00,2020-03-02 03:26:00,2020-03-02 03:16:00,2020-03-02 03:13:00,2020-03-02 03:35:00,2020-03-02 04:04:00,24.6,5706.0,0.0,421.17,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
59,172.8571429,2020-03-02,D,558151.0,2,1,group 24,11,3,700.0,342.29525,1637.0,1649.599976,1618.5,1602.0,1605.5,0.0186,268.5,2020-03-02 03:42:00,2020-03-02 03:47:00,2020-03-02 03:52:00,2020-03-02 03:55:00,2020-01-08 00:41:00,2020-03-02 04:11:00,2020-03-02 04:09:00,2020-03-02 06:14:00,2020-03-02 06:19:00,16.85,812.0,0.0,215.13,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
59,174.6031746,2020-03-02,D,558151.0,2,2,group 24,11,3,750.0,330.7883,1637.0,1605.5,1582.699951,1594.0,1596.099976,0.0186,268.5,2020-03-02 03:42:00,2020-03-02 04:47:00,2020-03-02 04:53:00,2020-03-02 05:14:00,2020-03-02 05:35:00,2020-03-02 05:42:00,2020-03-02 05:39:00,2020-03-02 06:14:00,2020-03-02 06:19:00,45.55,2779.0,451.3492737,632.26,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59,176.3492063,2020-03-02,D,61321.0,2,2,group 24,20,4,740.0,348.219,1646.0,1591.270049,1576.300049,1578.0,1589.800049,0.0286,268.5,2020-03-02 06:29:00,2020-03-02 06:41:00,2020-03-02 06:45:00,2020-03-02 06:48:00,2020-03-02 07:41:00,2020-03-02 07:14:00,2020-03-02 07:12:00,2020-03-02 07:44:00,2020-03-02 08:15:00,27.38333333,1815.0,301.4656677,527.22,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
59,178.0952381,2020-03-02,A,558171.0,2,1,group 49,17,4,720.0,344.0881,1628.0,1683.300049,1641.0,1586.0,1584.0,0.0265,268.5,2020-03-02 08:10:00,2020-03-02 08:11:00,2020-03-02 08:18:00,2020-03-02 08:20:00,2020-03-02 09:22:00,2020-03-02 09:24:00,2020-03-02 09:12:00,2020-03-02 09:30:00,2020-03-02 09:37:00,54.51666667,5045.0,201.9155731,209.07,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59,179.8412698,2020-03-02,A,61381.0,2,1,group 24,13,2,740.0,335.4814,1657.0,1647.900024,1605.400024,1602.0,1610.300049,0.0204,268.5,2020-03-02 12:53:00,2020-03-02 12:55:00,2020-03-02 13:04:00,2020-03-02 13:21:00,2020-03-02 13:43:00,2020-03-02 13:39:00,2020-03-02 13:38:00,2020-03-02 13:50:00,2020-03-02 14:22:00,33.86666667,1815.0,309.1751099,589.84,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
